Word,Category,Definition,Definition,Definition,Definition,Definition,Definition,Definition,Definition,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
normal,adjective,"эрьвачинь, нормальной",,,,,,,,,,,,,,,,,,,
normally,adverb,чистэ,,,,,,,,,,,,,,,,,,,
north,noun,"пелевеёнкс, якшамоёнкс",,,,,,,,,,,,,,,,,,,
northern,adjective,пелевеёнксонь,,,,,,,,,,,,,,,,,,,
northwards,adverb,"пелевеёнов, якшамо ёнов",,,,,,,,,,,,,,,,,,,
nose,noun,судо,,,,,,,,,,,,,,,,,,,
nosey,adjective,"кувака судо, эрьва ков эциця",,,,,,,,,,,,,,,,,,,
nostril,noun,судоваря,,,,,,,,,,,,,,,,,,,
not,adverb,"а, аволь",,,,,,,,,,,,,,,,,,,
notable,adjective,"содавиця, покшчинь",,,,,,,,,,,,,,,,,,,
notary,noun,нотариус,,,,,,,,,,,,,,,,,,,
note,noun,(music) нота,,,,,,,,,,,,,,,,,,,
note,verb,"(write) путомс тешкс, тешкстамс",,,,,,,,,,,,,,,,,,,
notebook,noun,кедьалксонь книга,,,,,,,,,,,,,,,,,,,
nothing,adverb,мезеяк,,,,,,,,,,,,,,,,,,,
notice,noun,редямс,,,,,,,,,,,,,,,,,,,
noticeable,adjective,"сельмс каятыця, неявома",,,,,,,,,,,,,,,,,,,
notification,noun,"объявления, яволявкс",,,,,,,,,,,,,,,,,,,
notify,verb,ёвтамс (весень марямга),,,,,,,,,,,,,,,,,,,
notion,noun,"содамочи, арсема",,,,,,,,,,,,,,,,,,,
notorious,adjective,берянь слава марто,,,,,,,,,,,,,,,,,,,
noun,noun,"лемвал, существительной",,,,,,,,,,,,,,,,,,,
nourish,verb,андомс,,,,,,,,,,,,,,,,,,,
nourishing,adjective,андыця,,,,,,,,,,,,,,,,,,,
novel,noun,роман,,,,,,,,,,,,,,,,,,,
novelty,noun,??од тев,,,,,,,,,,,,,,,,,,,
now,adverb,ней,,,,,,,,,,,,,,,,,,,
nowhere,adverb,косояк,,,,,,,,,,,,,,,,,,,
nozzle,noun,форсунка,,,,,,,,,,,,,,,,,,,
nuclear,adjective,ядерной,,,,,,,,,,,,,,,,,,,
nude,adjective,кепе-штапо,,,,,,,,,,,,,,,,,,,
nuisance,noun,"досада, зыян",,,,,,,,,,,,,,,,,,,
numb,adjective,чувтомозь,,,,,,,,,,,,,,,,,,,
number,noun,ломова вал,,,,,,,,,,,,,,,,,,,
numeral,noun,цифра,,,,,,,,,,,,,,,,,,,
numerical,adjective,цифрань,,,,,,,,,,,,,,,,,,,
numerous,adjective,ламочинь,,,,,,,,,,,,,,,,,,,
nun,noun,монашка,,,,,,,,,,,,,,,,,,,
nurse,noun,медсестра,,,,,,,,,,,,,,,,,,,
nursery,noun,(tree) озавтома,,,,,,,,,,,,,,,,,,,
nursing,noun,медсестрань важодема,,,,,,,,,,,,,,,,,,,
nursing home,noun,частной лецямокудо,,,,,,,,,,,,,,,,,,,
nut,noun,пеште,,,,,,,,,,,,,,,,,,,
nutrition,noun,андома,,,,,,,,,,,,,,,,,,,
November,noun,сундерьков,,,,,,,,,,,,,,,,,,,
oak,noun,тумо,,,,,,,,,,,,,,,,,,,
oar,noun,имле,,,,,,,,,,,,,,,,,,,
oath,noun,пежеть,,,,,,,,,,,,,,,,,,,
oats,noun,пинеме,,,,,,,,,,,,,,,,,,,
obedience,noun,кунсолома,,,,,,,,,,,,,,,,,,,
obedient,adjective,кунсолыця,,,,,,,,,,,,,,,,,,,
obey,verb,"кунсоломс, теемс кода кармавтозь",,,,,,,,,,,,,,,,,,,
obituary,noun,"кулыцядо сёрмадовкс, некролог",,,,,,,,,,,,,,,,,,,
object,noun,(thing) объект (мезе-бути),,,,,,,,,,,,,,,,,,,
object,verb,каямс каршо вал,,,,,,,,,,,,,,,,,,,
objection,noun,каршо валонь каямо,,,,,,,,,,,,,,,,,,,
objective,adjective,целень,,,,,,,,,,,,,,,,,,,
obligation,noun,тевень пандома,,,,,,,,,,,,,,,,,,,
obscene,adjective,берянь каргоць,,,,,,,,,,,,,,,,,,,
obscenity,noun,берянь сёвнома валт,,,,,,,,,,,,,,,,,,,
obscure,adjective,"чопода, а чарькодевикс",,,,,,,,,,,,,,,,,,,
observant,adjective,"весе неиця, редиця",,,,,,,,,,,,,,,,,,,
observation,noun,весе неема,,,,,,,,,,,,,,,,,,,
observe,verb,"ваномс, следямс",,,,,,,,,,,,,,,,,,,
obsession,noun,превень салы тев,,,,,,,,,,,,,,,,,,,
obsessive,adjective,превень саламонь,,,,,,,,,,,,,,,,,,,
obsolete,adjective,таштомозь,,,,,,,,,,,,,,,,,,,
obstacle,noun,пирявкс,,,,,,,,,,,,,,,,,,,
obstruct,verb,пирямс,,,,,,,,,,,,,,,,,,,
obstruction,noun,пирявкс,,,,,,,,,,,,,,,,,,,
obtain,verb,"получамс, чочамс, саемс",,,,,,,,,,,,,,,,,,,
obtainable,adjective,"доступной, саевиця",,,,,,,,,,,,,,,,,,,
obvious,adjective,"сельмс каятыця, чарькодевиця",,,,,,,,,,,,,,,,,,,
obviously,adverb,чарькодезь,,,,,,,,,,,,,,,,,,,
occasion,noun,"теевкс, шкань прамо",,,,,,,,,,,,,,,,,,,
occasionally,adverb,"зярдо-зярдо, шкань-шкань",,,,,,,,,,,,,,,,,,,
occupation,noun,оккупация,,,,,,,,,,,,,,,,,,,
occupy,verb,"занямс, саемс ",саемс (country мастор); ??оккупировамс,,,,,,,,,,,,,,,,,,
occur,verb,лисемс (тев),,,,,,,,,,,,,,,,,,,
occurence,noun,"(event) тамаша, случай",,,,,,,,,,,,,,,,,,,
ocean,noun,иневедь,,,,,,,,,,,,,,,,,,,
octopus,noun,"спрут, кавксопильге",,,,,,,,,,,,,,,,,,,
odd,adjective,"(strange) ломань, апак тонадонь",,,,,,,,,,,,,,,,,,,
odor,noun,чине,,,,,,,,,,,,,,,,,,,
of,preposition,-нь,,,,,,,,,,,,,,,,,,,
off,adverb,(light) мадстезь,,,,,,,,,,,,,,,,,,,
offend,verb,(person) покордамс,,,,,,,,,,,,,,,,,,,
offense,noun,покордамо,,,,,,,,,,,,,,,,,,,
offensive,adjective,каявомань,,,,,,,,,,,,,,,,,,,
offer,noun,предложения (мезень-бути),,,,,,,,,,,,,,,,,,,
offer,verb,"теемс предложения, меремс (мезде)",,,,,,,,,,,,,,,,,,,
office,noun,должность,,,,,,,,,,,,,,,,,,,
officer,noun,(military) офицер,,,,,,,,,,,,,,,,,,,
official,adjective,служебной,,,,,,,,,,,,,,,,,,,
official,noun,"прявт, чиновник",,,,,,,,,,,,,,,,,,,
often,adverb,сеедьстэ,,,,,,,,,,,,,,,,,,,
oil,noun,ой,,,,,,,,,,,,,,,,,,,
oil,verb,ваднемс ойсэ,,,,,,,,,,,,,,,,,,,
oily,adjective,оев,,,,,,,,,,,,,,,,,,,
ointment,noun,ваднема пецямопель,,,,,,,,,,,,,,,,,,,
old,adjective,сыре ,ташто ,умонь,,,,,,,,,,,,,,,,,
olive,noun,оймарь ,олив,,,,,,,,,,,,,,,,,,
omit,verb,"нолдамс, молемс",,,,,,,,,,,,,,,,,,,
on,preposition,лангсо,,,,,,,,,,,,,,,,,,,
on,adverb,(light) лангсо,,,,,,,,,,,,,,,,,,,
once,adverb,весть,,,,,,,,,,,,,,,,,,,
one,numeral,"вейке, ве",,,,,,,,,,,,,,,,,,,
onion,noun,чурька,,,,,,,,,,,,,,,,,,,
only,adjective,вейкине,,,,,,,,,,,,,,,,,,,
only,conjunction,ансяк,,,,,,,,,,,,,,,,,,,
only,adverb,ансяк,,,,,,,,,,,,,,,,,,,
open,adjective,(building) панжадо,,,,,,,,,,,,,,,,,,,
open,verb,панжомс,,,,,,,,,,,,,,,,,,,
opening,noun,варя,,,,,,,,,,,,,,,,,,,
openly,adverb,весень марязь,,,,,,,,,,,,,,,,,,,
opera,noun,опера,,,,,,,,,,,,,,,,,,,
operate,verb,(system) ветямс,,,,,,,,,,,,,,,,,,,
operation,noun,(system) ветямо,,,,,,,,,,,,,,,,,,,
operator,noun,(telephone) оператор,,,,,,,,,,,,,,,,,,,
opinion,noun,"мель, арсема",,,,,,,,,,,,,,,,,,,
opponent,noun,"оппонент, каршо молиця",,,,,,,,,,,,,,,,,,,
opportunity,noun,удобной случай,,,,,,,,,,,,,,,,,,,
oppose,verb,молемс каршо,,,,,,,,,,,,,,,,,,,
opposite,adjective,каршо,,,,,,,,,,,,,,,,,,,
opposite,preposition,карадо каршо,,,,,,,,,,,,,,,,,,,
opposition,noun,каршо молема ,каршо молицят,,,,,,,,,,,,,,,,,,
oppress,verb,лепштямс кинь-бути,,,,,,,,,,,,,,,,,,,
oppression,noun,лепштямо,,,,,,,,,,,,,,,,,,,
optical,adjective,"сельмень, вановксонь",,,,,,,,,,,,,,,,,,,
optician,noun,оптик,,,,,,,,,,,,,,,,,,,
optimistic,adjective,оптимистэнь,,,,,,,,,,,,,,,,,,,
option,noun,кочкамо,,,,,,,,,,,,,,,,,,,
optional,adjective,аволь обязательной,,,,,,,,,,,,,,,,,,,
or,conjunction,эли,,,,,,,,,,,,,,,,,,,
oral,adjective,"(speech) превень, валонь",,,,,,,,,,,,,,,,,,,
orange,adjective,"кирьпецень якстере, оранжевой",,,,,,,,,,,,,,,,,,,
orange,noun,апельсин,,,,,,,,,,,,,,,,,,,
orchestra,noun,оркестра,,,,,,,,,,,,,,,,,,,
order,noun,(military) кармавтовкс,,,,,,,,,,,,,,,,,,,
order,verb,(military) кармавтомс,,,,,,,,,,,,,,,,,,,
ordinary,adjective,эрьва чинь,,,,,,,,,,,,,,,,,,,
ore,noun,"руда, верь (модапотмонь)",,,,,,,,,,,,,,,,,,,
organ,noun,(body) рунгонь пелькс,,,,,,,,,,,,,,,,,,,
organization,noun,"вейсэндявкс, теема-лядямо",,,,,,,,,,,,,,,,,,,
organize,verb,теемс-ладямс,,,,,,,,,,,,,,,,,,,
oriental,adjective,"азиань, чилисема ёнксонь",,,,,,,,,,,,,,,,,,,
origin,noun,"ушодовкс, лисьмапря",,,,,,,,,,,,,,,,,,,
original,adjective,васенце,,,,,,,,,,,,,,,,,,,
originally,adverb,ушодомсто,,,,,,,,,,,,,,,,,,,
ornament,noun,мазылгавтомка,,,,,,,,,,,,,,,,,,,
orphan,noun,уроз,,,,,,,,,,,,,,,,,,,
orphanage,noun,урозкудо,,,,,,,,,,,,,,,,,,,
ostrich,noun,страус,,,,,,,,,,,,,,,,,,,
other,determiner,"тона, омбо",,,,,,,,,,,,,,,,,,,
otherwise,adverb,лиякс,,,,,,,,,,,,,,,,,,,
our,adjective,минек,,,,,,,,,,,,,,,,,,,
ourselves,pronoun,эсь прянок,,,,,,,,,,,,,,,,,,,
out,adverb,"ушов, потсто",,,,,,,,,,,,,,,,,,,
outbreak,noun,"взрыв, ушодома",,,,,,,,,,,,,,,,,,,
outcome,noun,"результат, савкс",,,,,,,,,,,,,,,,,,,
outdated,adjective,таштомозь,,,,,,,,,,,,,,,,,,,
outdoors,adverb,"ушов, ушосо, ушова вирьсэ-паксясо",,,,,,,,,,,,,,,,,,,
outer,adjective,лангонь,,,,,,,,,,,,,,,,,,,
outlook,noun,вановкс,,,,,,,,,,,,,,,,,,,
output,noun,(production) продукция,,,,,,,,,,,,,,,,,,,
outrage,noun,(anger) кежень само,,,,,,,,,,,,,,,,,,,
outrageous,adjective,"скандальной, кежень савты",,,,,,,,,,,,,,,,,,,
outside,preposition,"ушов, ушосо, ушова",,,,,,,,,,,,,,,,,,,
outside,noun,(object) ланго,,,,,,,,,,,,,,,,,,,
outside,adverb,"(open) ушов, ушосо, ушова",,,,,,,,,,,,,,,,,,,
outsider,noun,аволь эсь ломань,,,,,,,,,,,,,,,,,,,
outskirts,noun,"край, пе",,,,,,,,,,,,,,,,,,,
outstanding,adjective,(noticeable) редявикс,,,,,,,,,,,,,,,,,,,
outward,adjective,(movement) лангс,,,,,,,,,,,,,,,,,,,
oval,adjective,"овальной, алонь кондямо",,,,,,,,,,,,,,,,,,,
oven,noun,каштомо,,,,,,,,,,,,,,,,,,,
over,preposition,"(above) велькс, велькссэ, велькска",,,,,,,,,,,,,,,,,,,
over,adverb,"(remaining) лиядкс, кадовикс",,,,,,,,,,,,,,,,,,,
overcast,adjective,"вельтязь пельсэ, нусманя",,,,,,,,,,,,,,,,,,,
overcoat,noun,"пальто, шинель",,,,,,,,,,,,,,,,,,,
overdose,noun,покш доза (лишной),,,,,,,,,,,,,,,,,,,
overdue,adjective,(late) просроченной,,,,,,,,,,,,,,,,,,,
overeat,verb,ярсавомс (пек),,,,,,,,,,,,,,,,,,,
overflow,verb,"валовомс крайга, туемс ланга",,,,,,,,,,,,,,,,,,,
overload,verb,путомс лишной груз,,,,,,,,,,,,,,,,,,,
overlook,verb,??улемс весемеде вере,,,,,,,,,,,,,,,,,,,
overnight,adjective,вензэ лангс,,,,,,,,,,,,,,,,,,,
overrule,verb,(court) ??улемс прявтокс,,,,,,,,,,,,,,,,,,,
overrun,verb,улемс лишнойкс,,,,,,,,,,,,,,,,,,,
overseas,adjective,иневедень томбальксэнь,,,,,,,,,,,,,,,,,,,
overtake,verb,сасамс,,,,,,,,,,,,,,,,,,,
overthrow,verb,свержения,,,,,,,,,,,,,,,,,,,
overtime,noun,лишной част важодема,,,,,,,,,,,,,,,,,,,
overturn,verb,"прамс, тувтомс",,,,,,,,,,,,,,,,,,,
overview,noun,ванновкс,,,,,,,,,,,,,,,,,,,
overweight,adjective,"лишной сталмо, пек стака",,,,,,,,,,,,,,,,,,,
owe,verb,улемс должинэкс кинень-бути,,,,,,,,,,,,,,,,,,,
owl,noun,покшпрякорш,,,,,,,,,,,,,,,,,,,
own,adjective,эсь,,,,,,,,,,,,,,,,,,,
own,verb,улемс,,,,,,,,,,,,,,,,,,,
owner,noun,азор,,,,,,,,,,,,,,,,,,,
ownership,noun,владения,,,,,,,,,,,,,,,,,,,
ox,noun,бука,,,,,,,,,,,,,,,,,,,
oxygen,noun,"кислород, чапамочачты",,,,,,,,,,,,,,,,,,,
oyster,noun,устрица,,,,,,,,,,,,,,,,,,,
October,noun,ожоков,,,,,,,,,,,,,,,,,,,
pack,verb,"тапарямс, тапардамс",,,,,,,,,,,,,,,,,,,
package,noun,тапаркс,,,,,,,,,,,,,,,,,,,
packing,noun,упаковка,,,,,,,,,,,,,,,,,,,
pact,noun,договор,,,,,,,,,,,,,,,,,,,
paddle,noun,миле,,,,,,,,,,,,,,,,,,,
paddle,verb,"миледемс, панемс (венч)",,,,,,,,,,,,,,,,,,,
page,noun,"лопаланго, ёнкс",,,,,,,,,,,,,,,,,,,
pain,noun,сэредькс,,,,,,,,,,,,,,,,,,,
painful,adjective,пек сэредиця,,,,,,,,,,,,,,,,,,,
painless,adjective,а сэредиця,,,,,,,,,,,,,,,,,,,
paint,noun,краска,,,,,,,,,,,,,,,,,,,
paint,verb,"артомс, красямс",,,,,,,,,,,,,,,,,,,
painter,noun,артыця,,,,,,,,,,,,,,,,,,,
painting,noun,артома,,,,,,,,,,,,,,,,,,,
pair,noun,(two) -нст,,,,,,,,,,,,,,,,,,,
palace,noun,"дворец, азоркудо",,,,,,,,,,,,,,,,,,,
pale,adjective,(face) ловтаня,,,,,,,,,,,,,,,,,,,
palm,noun,кедь куншка,,,,,,,,,,,,,,,,,,,
palm tree,noun,пальма чувто,,,,,,,,,,,,,,,,,,,
pamper,verb,"кольневтемс, васькавтомс",,,,,,,,,,,,,,,,,,,
pamphlet,noun,"брошюра, памфлет",,,,,,,,,,,,,,,,,,,
pan,noun,пачалго,,,,,,,,,,,,,,,,,,,
paneling,noun,чова лазсо стамо,,,,,,,,,,,,,,,,,,,
panic,noun,"паника, шалт",,,,,,,,,,,,,,,,,,,
panther,noun,пантера,,,,,,,,,,,,,,,,,,,
pantry,noun,кладовой,,,,,,,,,,,,,,,,,,,
pants,noun,понкст,,,,,,,,,,,,,,,,,,,
paper,noun,конёв,,,,,,,,,,,,,,,,,,,
paperclip,noun,скрепка,,,,,,,,,,,,,,,,,,,
parachute,noun,парашют,,,,,,,,,,,,,,,,,,,
parade,noun,парад,,,,,,,,,,,,,,,,,,,
paradise,noun,рай,,,,,,,,,,,,,,,,,,,
paragraph,noun,абзац,,,,,,,,,,,,,,,,,,,
parallel,adjective,"истоямо жо, параллельной",,,,,,,,,,,,,,,,,,,
paralysis,noun,паралич орма,,,,,,,,,,,,,,,,,,,
paralyze,verb,токамс (парализовазь),,,,,,,,,,,,,,,,,,,
parasite,noun,паразит,,,,,,,,,,,,,,,,,,,
paratrooper,noun,парашютист-десантник,,,,,,,,,,,,,,,,,,,
parcel,noun,"тапардавкс, сюлмо",,,,,,,,,,,,,,,,,,,
pardon,noun,чумонь нолдамо,,,,,,,,,,,,,,,,,,,
pardon,verb,нолдамс чумо,,,,,,,,,,,,,,,,,,,
parents,noun,тетят-ават,,,,,,,,,,,,,,,,,,,
parish,noun,ве церьковань ломанть,,,,,,,,,,,,,,,,,,,
park,noun,парк,,,,,,,,,,,,,,,,,,,
park,verb,лоткавтомс (машина),,,,,,,,,,,,,,,,,,,
parking,noun,машинань аравтома тарка,,,,,,,,,,,,,,,,,,,
parliament,noun,"парламент, масторпромкс",,,,,,,,,,,,,,,,,,,
parole,noun,пароль,,,,,,,,,,,,,,,,,,,
parrot,noun,"лыркай, попугай",,,,,,,,,,,,,,,,,,,
parsley,noun,петрушка,,,,,,,,,,,,,,,,,,,
part,noun,(piece) пелькс,,,,,,,,,,,,,,,,,,,
part,verb,"явомс, сеземс",,,,,,,,,,,,,,,,,,,
partial,adjective,"пельксэнь-пелькс, аволь цела",,,,,,,,,,,,,,,,,,,
participant,noun,участник,,,,,,,,,,,,,,,,,,,
participate,verb,улемс участникекс,,,,,,,,,,,,,,,,,,,
participation,noun,"участия, улема",,,,,,,,,,,,,,,,,,,
particular,adjective,особой,,,,,,,,,,,,,,,,,,,
particularly,adverb,весемеде пек,,,,,,,,,,,,,,,,,,,
partition,noun,"явшема, явома",,,,,,,,,,,,,,,,,,,
partner,noun,(business) партнёр (ялга),,,,,,,,,,,,,,,,,,,
partnership,noun,вейсэнь тев,,,,,,,,,,,,,,,,,,,
party,noun,партия ,команда,,,,,,,,,,,,,,,,,,
pass,noun,"(mountain) пандоютко, ущелье ",(permit) ютавтома; питневтеме билет,,,,,,,,,,,,,,,,,,
pass,verb,(travel) икельдемс,,,,,,,,,,,,,,,,,,,
pass out,verb,ёмавтомс ёжо,,,,,,,,,,,,,,,,,,,
passage,noun,"(entrance) ардома тарка, ютамо тарка",,,,,,,,,,,,,,,,,,,
passenger,noun,пассажир (ардыця),,,,,,,,,,,,,,,,,,,
passion,noun,акирдевиця вечкема,,,,,,,,,,,,,,,,,,,
passionate,adjective,акирдевиця вечкемань,,,,,,,,,,,,,,,,,,,
passive,adjective,пассивной,,,,,,,,,,,,,,,,,,,
passport,noun,"(омбо масторов) пашпорт, паспорт",,,,,,,,,,,,,,,,,,,
password,noun,пароль,,,,,,,,,,,,,,,,,,,
past,adjective,ютазь шкань,,,,,,,,,,,,,,,,,,,
past,preposition,(after) мейле,,,,,,,,,,,,,,,,,,,
past,noun,(time) ютазь шка,,,,,,,,,,,,,,,,,,,
past,adverb,вакска,,,,,,,,,,,,,,,,,,,
pastime,noun,юткошка,,,,,,,,,,,,,,,,,,,
pastime pleasure,noun,оймеменькс,,,,,,,,,,,,,,,,,,,
pastor,noun,поп,,,,,,,,,,,,,,,,,,,
pastry,noun,"тантей паневкст (печеният, пряничкат)",,,,,,,,,,,,,,,,,,,
pasture,noun,стадань ванома тарка,,,,,,,,,,,,,,,,,,,
pat,verb,"вадяшамс, шлёпамс",,,,,,,,,,,,,,,,,,,
patch,noun,панкс,,,,,,,,,,,,,,,,,,,
patch,verb,пандомс (оршамопель),,,,,,,,,,,,,,,,,,,
patent,noun,патент,,,,,,,,,,,,,,,,,,,
patent,verb,саемс мерема (патент),,,,,,,,,,,,,,,,,,,
paternal,adjective,тетянь,,,,,,,,,,,,,,,,,,,
paternity,noun,тетяксчи,,,,,,,,,,,,,,,,,,,
path,noun,"ян, ки",,,,,,,,,,,,,,,,,,,
patience,noun,седейкирдема,,,,,,,,,,,,,,,,,,,
patient,adjective,седеень кирди,,,,,,,,,,,,,,,,,,,
patient,noun,сэредиця,,,,,,,,,,,,,,,,,,,
patriotic,adjective,"патриотической, тиринь-масторонь кисэ аштиця",,,,,,,,,,,,,,,,,,,
patrol,noun,патруль,,,,,,,,,,,,,,,,,,,
pattern,noun,"саевкс, парцун",,,,,,,,,,,,,,,,,,,
pause,noun,"пауза, аютко, лоткамо",,,,,,,,,,,,,,,,,,,
pause,verb,лотксемс,,,,,,,,,,,,,,,,,,,
pave,verb,вельтямс (асфальтсо),,,,,,,,,,,,,,,,,,,
pavement,noun,(sidewalk) тротуар,,,,,,,,,,,,,,,,,,,
paw,noun,"(кискань, псакань) пильгелапа",,,,,,,,,,,,,,,,,,,
pay,noun,"пандома, пандовкс, панкс",,,,,,,,,,,,,,,,,,,
pay,verb,пандомс (ярмак),,,,,,,,,,,,,,,,,,,
payable,adjective,пандовикс,,,,,,,,,,,,,,,,,,,
payment,noun,пандома,,,,,,,,,,,,,,,,,,,
payroll,noun,пандомань ведомость,,,,,,,,,,,,,,,,,,,
pea,noun,кснав,,,,,,,,,,,,,,,,,,,
peace,noun,"сэтьмелма, мир",,,,,,,,,,,,,,,,,,,
peaceful,adjective,сэтьме,,,,,,,,,,,,,,,,,,,
peach,noun,персик,,,,,,,,,,,,,,,,,,,
peacock,noun,пава,,,,,,,,,,,,,,,,,,,
peak,noun,тёкш,,,,,,,,,,,,,,,,,,,
peanut,noun,"модапеште, арахиз",,,,,,,,,,,,,,,,,,,
pear,noun,"дуля, груша",,,,,,,,,,,,,,,,,,,
pearl,noun,эрьге,,,,,,,,,,,,,,,,,,,
peasant,noun,"велень ломань, сокиця-видиця",,,,,,,,,,,,,,,,,,,
pebble,noun,"галька, чова кев",,,,,,,,,,,,,,,,,,,
pedal,noun,чалгамо,,,,,,,,,,,,,,,,,,,
pedestal,noun,юр,,,,,,,,,,,,,,,,,,,
pedestrian,noun,ялго ютыця,,,,,,,,,,,,,,,,,,,
peel,noun,лукш,,,,,,,,,,,,,,,,,,,
peel,verb,ваткамс (лукшт),,,,,,,,,,,,,,,,,,,
peg,noun,(hook) туло,,,,,,,,,,,,,,,,,,,
pelican,noun,пеликан (нармунь),,,,,,,,,,,,,,,,,,,
pelt,noun,"(ракшань) кедь, понакедь",,,,,,,,,,,,,,,,,,,
pelvis,noun,пукшонь ловажат,,,,,,,,,,,,,,,,,,,
pen,noun,"(write) (сёрмадома) толга, ручка",,,,,,,,,,,,,,,,,,,
penalize,verb,штрафувамс,,,,,,,,,,,,,,,,,,,
penalty,noun,штраф,,,,,,,,,,,,,,,,,,,
pencil,noun,карандаш,,,,,,,,,,,,,,,,,,,
pending,adjective,учиця,,,,,,,,,,,,,,,,,,,
