Word,Definition,Category,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
overdue,(late) просроченной,,,,,,,,,,,,,
overeat,ярсавомс (пек),,,,,,,,,,,,,
overflow,валовомс крайга; туемс ланга,,,,,,,,,,,,,
overload,путомс лишной груз,,,,,,,,,,,,,
overlook,??улемс весемеде вере,,,,,,,,,,,,,
overnight,вензэ лангс,,,,,,,,,,,,,
overrule,(court) ??улемс прявтокс,,,,,,,,,,,,,
overrun,улемс лишнойкс,,,,,,,,,,,,,
overseas,иневедень томбальксэнь,,,,,,,,,,,,,
overtake,сасамс,,,,,,,,,,,,,
overthrow,свержения,,,,,,,,,,,,,
overtime,лишной част важодема,,,,,,,,,,,,,
overturn,прамс; тувтомс,,,,,,,,,,,,,
overview,ванновкс,,,,,,,,,,,,,
overweight,лишной сталмо; пек стака,,,,,,,,,,,,,
owe,улемс должинэкс кинень-бути,,,,,,,,,,,,,
owl,покшпрякорш,,,,,,,,,,,,,
own,эсь,,,,,,,,,,,,,
own,улемс,,,,,,,,,,,,,
owner,азор,,,,,,,,,,,,,
ownership,владения,,,,,,,,,,,,,
ox,бука,,,,,,,,,,,,,
oxygen,кислород; чапамочачты,,,,,,,,,,,,,
oyster,устрица,,,,,,,,,,,,,
October,ожоков,,,,,,,,,,,,,
pack,тапарямс; тапардамс,,,,,,,,,,,,,
package,тапаркс,,,,,,,,,,,,,
packing,упаковка,,,,,,,,,,,,,
pact,договор,,,,,,,,,,,,,
paddle,миле,,,,,,,,,,,,,
paddle,миледемс; панемс (венч),,,,,,,,,,,,,
page,лопаланго; ёнкс,,,,,,,,,,,,,
pain,сэредькс,,,,,,,,,,,,,
painful,пек сэредиця,,,,,,,,,,,,,
painless,а сэредиця,,,,,,,,,,,,,
paint,краска,,,,,,,,,,,,,
paint,артомс; красямс,,,,,,,,,,,,,
painter,артыця,,,,,,,,,,,,,
painting,артома,,,,,,,,,,,,,
pair,(two) -нст,,,,,,,,,,,,,
palace,дворец; азоркудо,,,,,,,,,,,,,
pale,(face) ловтаня,,,,,,,,,,,,,
palm,кедь куншка,,,,,,,,,,,,,
palm tree,пальма чувто,,,,,,,,,,,,,
pamper,кольневтемс; васькавтомс,,,,,,,,,,,,,
pamphlet,брошюра; памфлет,,,,,,,,,,,,,
pan,пачалго,,,,,,,,,,,,,
paneling,чова лазсо стамо,,,,,,,,,,,,,
panic,паника; шалт,,,,,,,,,,,,,
panther,пантера,,,,,,,,,,,,,
pantry,кладовой,,,,,,,,,,,,,
pants,понкст,,,,,,,,,,,,,
paper,конёв,,,,,,,,,,,,,
paperclip,скрепка,,,,,,,,,,,,,
parachute,парашют,,,,,,,,,,,,,
parade,парад,,,,,,,,,,,,,
paradise,рай,,,,,,,,,,,,,
paragraph,абзац,,,,,,,,,,,,,
parallel,истоямо жо; параллельной,,,,,,,,,,,,,
paralysis,паралич орма,,,,,,,,,,,,,
paralyze,токамс (парализовазь),,,,,,,,,,,,,
parasite,паразит,,,,,,,,,,,,,
paratrooper,парашютист-десантник,,,,,,,,,,,,,
parcel,тапардавкс; сюлмо,,,,,,,,,,,,,
pardon,чумонь нолдамо,,,,,,,,,,,,,
pardon,нолдамс чумо,,,,,,,,,,,,,
parents,тетят-ават,,,,,,,,,,,,,
parish,ве церьковань ломанть,,,,,,,,,,,,,
park,парк,,,,,,,,,,,,,
park,лоткавтомс (машина),,,,,,,,,,,,,
parking,машинань аравтома тарка,,,,,,,,,,,,,
parliament,парламент; масторпромкс,,,,,,,,,,,,,
parole,пароль,,,,,,,,,,,,,
parrot,лыркай; попугай,,,,,,,,,,,,,
parsley,петрушка,,,,,,,,,,,,,
part,(piece) пелькс,,,,,,,,,,,,,
part,явомс; сеземс,,,,,,,,,,,,,
partial,пельксэнь-пелькс; аволь цела,,,,,,,,,,,,,
participant,участник,,,,,,,,,,,,,
participate,улемс участникекс,,,,,,,,,,,,,
participation,участия; улема,,,,,,,,,,,,,
particular,особой,,,,,,,,,,,,,
particularly,весемеде пек,,,,,,,,,,,,,
partition,явшема; явома,,,,,,,,,,,,,
partner,(business) партнёр (ялга),,,,,,,,,,,,,
partnership,вейсэнь тев,,,,,,,,,,,,,
party,1. партия 2. команда,,,,,,,,,,,,,
pass,1. (mountain) пандоютко; ущелье 2. (permit) ютавтома; питневтеме билет,,,,,,,,,,,,,
pass,(travel) икельдемс,,,,,,,,,,,,,
pass out,ёмавтомс ёжо,,,,,,,,,,,,,
passage,(entrance) ардома тарка; ютамо тарка,,,,,,,,,,,,,
passenger,пассажир (ардыця),,,,,,,,,,,,,
passion,акирдевиця вечкема,,,,,,,,,,,,,
passionate,акирдевиця вечкемань,,,,,,,,,,,,,
passive,пассивной,,,,,,,,,,,,,
passport,(омбо масторов) пашпорт; паспорт,,,,,,,,,,,,,
password,пароль,,,,,,,,,,,,,
past,ютазь шкань,,,,,,,,,,,,,
past,(after) мейле,,,,,,,,,,,,,
past,(time) ютазь шка,,,,,,,,,,,,,
past,вакска,,,,,,,,,,,,,
pastime,юткошка,,,,,,,,,,,,,
pastime pleasure,оймеменькс,,,,,,,,,,,,,
pastor,поп,,,,,,,,,,,,,
pastry,тантей паневкст (печеният; пряничкат),,,,,,,,,,,,,
pasture,стадань ванома тарка,,,,,,,,,,,,,
pat,вадяшамс; шлёпамс,,,,,,,,,,,,,
patch,панкс,,,,,,,,,,,,,
patch,пандомс (оршамопель),,,,,,,,,,,,,
patent,патент,,,,,,,,,,,,,
patent,саемс мерема (патент),,,,,,,,,,,,,
paternal,тетянь,,,,,,,,,,,,,
paternity,тетяксчи,,,,,,,,,,,,,
path,ян; ки,,,,,,,,,,,,,
patience,седейкирдема,,,,,,,,,,,,,
patient,седеень кирди,,,,,,,,,,,,,
patient,сэредиця,,,,,,,,,,,,,
patriotic,патриотической; тиринь-масторонь кисэ аштиця,,,,,,,,,,,,,
patrol,патруль,,,,,,,,,,,,,
pattern,саевкс; парцун,,,,,,,,,,,,,
pause,пауза; аютко; лоткамо,,,,,,,,,,,,,
pause,лотксемс,,,,,,,,,,,,,
pave,вельтямс (асфальтсо),,,,,,,,,,,,,
pavement,(sidewalk) тротуар,,,,,,,,,,,,,
paw,(кискань; псакань) пильгелапа,,,,,,,,,,,,,
pay,пандома; пандовкс; панкс,,,,,,,,,,,,,
pay,пандомс (ярмак),,,,,,,,,,,,,
payable,пандовикс,,,,,,,,,,,,,
payment,пандома,,,,,,,,,,,,,
payroll,пандомань ведомость,,,,,,,,,,,,,
pea,кснав,,,,,,,,,,,,,
peace,сэтьмелма; мир,,,,,,,,,,,,,
peaceful,сэтьме,,,,,,,,,,,,,
peach,персик,,,,,,,,,,,,,
peacock,пава,,,,,,,,,,,,,
peak,тёкш,,,,,,,,,,,,,
peanut,модапеште; арахиз,,,,,,,,,,,,,
pear,дуля; груша,,,,,,,,,,,,,
pearl,эрьге,,,,,,,,,,,,,
peasant,велень ломань; сокиця-видиця,,,,,,,,,,,,,
pebble,галька; чова кев,,,,,,,,,,,,,
pedal,чалгамо,,,,,,,,,,,,,
pedestal,юр,,,,,,,,,,,,,
pedestrian,ялго ютыця,,,,,,,,,,,,,
peel,лукш,,,,,,,,,,,,,
peel,ваткамс (лукшт),,,,,,,,,,,,,
peg,(hook) туло,,,,,,,,,,,,,
pelican,пеликан (нармунь),,,,,,,,,,,,,
pelt,(ракшань) кедь; понакедь,,,,,,,,,,,,,
pelvis,пукшонь ловажат,,,,,,,,,,,,,
pen,(write) (сёрмадома) толга; ручка,,,,,,,,,,,,,
penalize,штрафувамс,,,,,,,,,,,,,
penalty,штраф,,,,,,,,,,,,,
pencil,карандаш,,,,,,,,,,,,,
pending,учиця,,,,,,,,,,,,,
pending,учозь,,,,,,,,,,,,,
penetrate,совамс потс; ютамс пачка,,,,,,,,,,,,,
penguin,пингвин,,,,,,,,,,,,,
penicillin,пинцилин,,,,,,,,,,,,,
peninsula,модауло; пельусия,,,,,,,,,,,,,
penis,эрексан; эрямо-аштема сан,,,,,,,,,,,,,
pension,пенсия,,,,,,,,,,,,,
people,1. ломанть 2. раське,,,,,,,,,,,,,
pepper,порцька,,,,,,,,,,,,,
peppermint,??перецень тикше,,,,,,,,,,,,,
per,-зо/-зэ,,,,,,,,,,,,,
perceive,чарькодемс; фатямс (мейс-),,,,,,,,,,,,,
percentage,процент,,,,,,,,,,,,,
perceptible,неявикс; редявикс,,,,,,,,,,,,,
perception,чарькодема; редямо,,,,,,,,,,,,,
perceptive,мельс саиця; редиця,,,,,,,,,,,,,
perch,ужгал; окунь,,,,,,,,,,,,,
perfect,асатыкстомо,,,,,,,,,,,,,
perfect,паролгавтомс,,,,,,,,,,,,,
perfection,асатыкстомо тевс бажамо,,,,,,,,,,,,,
perform,теемс; налксемс,,,,,,,,,,,,,
performance,теема; налксема,,,,,,,,,,,,,
performer,(сцена лангсо) налксиця,,,,,,,,,,,,,
perfume,чине; духи,,,,,,,,,,,,,
perhaps,паряк; кие соды,,,,,,,,,,,,,
perimeter,периметра,,,,,,,,,,,,,
period,1. (grammar) точка; бот 2. (time) шка ютко 3. (woman авань) панарт,,,,,,,,,,,,,
periodic,шкань-шкань,,,,,,,,,,,,,
perjury,манчема,,,,,,,,,,,,,
permanent,свал шкань; свал шкас,,,,,,,,,,,,,
permissible,нолдавикс,,,,,,,,,,,,,
permission,нолдамо,,,,,,,,,,,,,
permit,(certificate) прават,,,,,,,,,,,,,
permit,меремс (теемс),,,,,,,,,,,,,
persecute,лепштямс; нарьгамс,,,,,,,,,,,,,
persecution,лепштямо-нарьгамо,,,,,,,,,,,,,
persist,путомс покш мель; аштемс кеместэ,,,,,,,,,,,,,
persistence,мелень путома,,,,,,,,,,,,,
persistent,мелень путыця; кеместэ аштиця,,,,,,,,,,,,,
person,ломань; лица,,,,,,,,,,,,,
personal,эсь прянь,,,,,,,,,,,,,
personality,персонаж; ломань,,,,,,,,,,,,,
personnel,персонал; важодицят,,,,,,,,,,,,,
perspective,перспектива; вановт,,,,,,,,,,,,,
perspiration,псилгадома,,,,,,,,,,,,,
perspire,ливезькадомс; псилгадомс,,,,,,,,,,,,,
persuade,кортамс (кинь-бути),,,,,,,,,,,,,
persuasion,кемевтема,,,,,,,,,,,,,
persuasive,кемевтиця; кемевтицянь,,,,,,,,,,,,,
pest,мелень мольсти,,,,,,,,,,,,,
pet,(animal) вечкема ракша,,,,,,,,,,,,,
pet,вадяшамс,,,,,,,,,,,,,
petal,цеця лопа,,,,,,,,,,,,,
petition,(protest) вешема; каршо молема,,,,,,,,,,,,,
petrol,бензин,,,,,,,,,,,,,
pew,церкувасо озамо эзем,,,,,,,,,,,,,
pharmacist,фармацевт,,,,,,,,,,,,,
pharmacy,аптека,,,,,,,,,,,,,
phase,фаза,,,,,,,,,,,,,
philosophy,философия,,,,,,,,,,,,,
phonetics,фонетика,,,,,,,,,,,,,
phoney,манчемань,,,,,,,,,,,,,
photograph,фотография,,,,,,,,,,,,,
phrase,валмолевкс,,,,,,,,,,,,,
phrase book,кортамолезкс,,,,,,,,,,,,,
physical,рунгонь,,,,,,,,,,,,,
piano,фортопьяно,,,,,,,,,,,,,
pick,(tool) кирка,,,,,,,,,,,,,
pick,(fruit) кочкамс,,,,,,,,,,,,,
pickle,салтонь куяр,,,,,,,,,,,,,
pickpocket,зепстэ салыця,,,,,,,,,,,,,
picture,артовкс; картина,,,,,,,,,,,,,
pie,пряка,,,,,,,,,,,,,
piece,пелькс,,,,,,,,,,,,,
pier,дамба,,,,,,,,,,,,,
pierce,пелемс (ear; hole пиле; варя),,,,,,,,,,,,,
pig,туво,,,,,,,,,,,,,
pigeon,гулька,,,,,,,,,,,,,
piglet,тулевкс; пурцуз,,,,,,,,,,,,,
pigment,пигмент,,,,,,,,,,,,,
pile,(wood) здый,,,,,,,,,,,,,
pilgrim,мастор ланга якиця,,,,,,,,,,,,,
pilgrimage,мастор ланга якамо,,,,,,,,,,,,,
pill,таблетка,,,,,,,,,,,,,
pillar,палмань,,,,,,,,,,,,,
pillow,тодов,,,,,,,,,,,,,
pilot,пилот,,,,,,,,,,,,,
pimple,ашопря,,,,,,,,,,,,,
pin,салмукс (нилькстэме),,,,,,,,,,,,,
pinch,сурпря; сурпряшка,,,,,,,,,,,,,
pinch,скирямс,,,,,,,,,,,,,
pine,пиче,,,,,,,,,,,,,
pineapple,ананас,,,,,,,,,,,,,
pink,валдо якстере,,,,,,,,,,,,,
pioneer,васенце ломань новатор,,,,,,,,,,,,,
pipe,1. турба 2. (for tobacco) цилем,,,,,,,,,,,,,
pirate,пират,,,,,,,,,,,,,
pistol,пистолет,,,,,,,,,,,,,
piston,поршень,,,,,,,,,,,,,
pit,каравкс; латко,,,,,,,,,,,,,
pitchfork,сянго,,,,,,,,,,,,,
pitiful,жалявикс; часиявтомо,,,,,,,,,,,,,
pity,жаль,,,,,,,,,,,,,
place,тарка,,,,,,,,,,,,,
place,путомс; аравтомс,,,,,,,,,,,,,
plague,мор,,,,,,,,,,,,,
plain,эрьва чинь,,,,,,,,,,,,,
plaintiff,судс максыця,,,,,,,,,,,,,
plan,план,,,,,,,,,,,,,
plan,планировамс; теемс план,,,,,,,,,,,,,
planet,чарытеште; планета,,,,,,,,,,,,,
planning,планировамо,,,,,,,,,,,,,
plant,(object) касовкс; тикше,,,,,,,,,,,,,
plant,озавтомс; путомс; видемс,,,,,,,,,,,,,
plaster,пластырь,,,,,,,,,,,,,
plastic,пластмассонь,,,,,,,,,,,,,
plastic,пластмасс,,,,,,,,,,,,,
plate,вакан,,,,,,,,,,,,,
platform,(train) перон,,,,,,,,,,,,,
play,налксема; велямо,,,,,,,,,,,,,
play,1. налксемс 2. седямс (пианинасо),,,,,,,,,,,,,
player,налксиця,,,,,,,,,,,,,
playful,налксиця; велиця; весёла,,,,,,,,,,,,,
playground,налксема тарка,,,,,,,,,,,,,
plead,(law) аштемс кинь-бути кисэ,,,,,,,,,,,,,
pleasant,мельс туиця; ён,,,,,,,,,,,,,
please,мельс туемс; вечкевемс,,,,,,,,,,,,,
please,инескеть,,,,,,,,,,,,,
pleasing,вечкевиця,,,,,,,,,,,,,
pleasure,мелень витема,,,,,,,,,,,,,
pledge,пежеть,,,,,,,,,,,,,
pledge,пежетькстамс,,,,,,,,,,,,,
plentiful,ламо; сюпав,,,,,,,,,,,,,
pliers,щипсат,,,,,,,,,,,,,
plot,(land) пирязь мода,,,,,,,,,,,,,
plow,сока,,,,,,,,,,,,,
plow,сокамс,,,,,,,,,,,,,
pluck,(fruit) кочкамс,,,,,,,,,,,,,
plug,(sink) потомдомка,,,,,,,,,,,,,
plug,потомдамс,,,,,,,,,,,,,
plum,слива,,,,,,,,,,,,,
plumber,водопроводчик; турбань путы,,,,,,,,,,,,,
plural,ламонь числа; ламонь лововкс,,,,,,,,,,,,,
plus,плюс,,,,,,,,,,,,,
pneumonia,тевилявонь воспаления,,,,,,,,,,,,,
pocket,зепе,,,,,,,,,,,,,
poem,стих; валморо,,,,,,,,,,,,,
poet,стих ладси; валморонь ладси,,,,,,,,,,,,,
poetry,стихотворения,,,,,,,,,,,,,
point,(tip) сювозь пе,,,,,,,,,,,,,
point,невтнемс сурсо,,,,,,,,,,,,,
pointless,цельтемс,,,,,,,,,,,,,
poison,яд,,,,,,,,,,,,,
poisoning,отравамо; морямо,,,,,,,,,,,,,
poisonous,аярсамо,,,,,,,,,,,,,
poke,тулкадемс; эцемс,,,,,,,,,,,,,
polar bear,ашо овто,,,,,,,,,,,,,
pole,палмань,,,,,,,,,,,,,
police,полицей; милиция,,,,,,,,,,,,,
police station,полициянь (кудо) участок,,,,,,,,,,,,,
policeman,полиция,,,,,,,,,,,,,
policewoman,полиция (ава),,,,,,,,,,,,,
policy,(manner) политика,,,,,,,,,,,,,
polish,валакавтомс (цитнезэ),,,,,,,,,,,,,
polite,вежливой,,,,,,,,,,,,,
politely,паро ладсо,,,,,,,,,,,,,
political,политикань,,,,,,,,,,,,,
politics,политика,,,,,,,,,,,,,
poll,вайгелень каямо,,,,,,,,,,,,,
pollute,рудазкавтомс,,,,,,,,,,,,,
pollution,пацькамо; рудазкавтома,,,,,,,,,,,,,
pond,сёлт,,,,,,,,,,,,,
pony,вашо; парнэ,,,,,,,,,,,,,
pool,(swim) басейна,,,,,,,,,,,,,
poor,кажов,,,,,,,,,,,,,
poorly,беряньстэ,,,,,,,,,,,,,
pope,римень костёлонь покшось,,,,,,,,,,,,,
popular,раське ютксо вечкевикс,,,,,,,,,,,,,
population,эрицят,,,,,,,,,,,,,
porcelain,фарфор,,,,,,,,,,,,,
porch,кустемапе,,,,,,,,,,,,,
pork,тувонь сывель,,,,,,,,,,,,,
pornography,парнография,,,,,,,,,,,,,
porpoise,иневедень туво,,,,,,,,,,,,,
port,порт,,,,,,,,,,,,,
portable,кандовиця,,,,,,,,,,,,,
porter,кандыця,,,,,,,,,,,,,
porthole,иллюминатор,,,,,,,,,,,,,
portion,(piece) пелькс; талика,,,,,,,,,,,,,
portray,рисовамс; максомс,,,,,,,,,,,,,
pose,аштема лув; аштема лад,,,,,,,,,,,,,
position,аштема тарка,,,,,,,,,,,,,
positive,паро; положительной,,,,,,,,,,,,,
possess,улемс азоркс,,,,,,,,,,,,,
possession,азорксчи,,,,,,,,,,,,,
possibility,паряк чи; теевикс тев,,,,,,,,,,,,,
possible,паряконь; теевикс,,,,,,,,,,,,,
possibly,паряк,,,,,,,,,,,,,
post,(wood) палмань,,,,,,,,,,,,,
post  office,почта,,,,,,,,,,,,,
post card,открытка,,,,,,,,,,,,,
postage,почтань кисэ пандома,,,,,,,,,,,,,
postbox,почтань сивезень паргине,,,,,,,,,,,,,
poster,афиша,,,,,,,,,,,,,
postman,почтальон; сёрмань кандый,,,,,,,,,,,,,
postmark,марка,,,,,,,,,,,,,
postpone,путомс ве ёнов; шаштомс,,,,,,,,,,,,,
postponement,ве ёнов путома; шаштома,,,,,,,,,,,,,
posture,аштема лув; прянь кирдема,,,,,,,,,,,,,
pot,соргавкс; кастрюля,,,,,,,,,,,,,
potato,модамарь; модарька,,,,,,,,,,,,,
potent,мощной; виев,,,,,,,,,,,,,
potential,возможность; теевиксчи,,,,,,,,,,,,,
pottery,сёвонень вакант-чакшт (керамика),,,,,,,,,,,,,
poultry,саразт-мезть,,,,,,,,,,,,,
pound,(weight) фунт,,,,,,,,,,,,,
pound,вачкодемс (молоткасо),,,,,,,,,,,,,
pour,1. (tea; coffee) нуртямс 2. (soup) валомс,,,,,,,,,,,,,
poverty,аразьчи,,,,,,,,,,,,,
powder,пуль; почодкс,,,,,,,,,,,,,
